,osebuildingid,buildingtype,primarypropertytype,taxparcelidentificationnumber,councildistrictcode,neighborhood,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding_s,listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,energystarscore,siteeui_kbtu_sf,siteeuiwn_kbtu_sf,sourceeui_kbtu_sf,sourceeuiwn_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,steamuse,electricity,naturalgas,defaultdata,compliancestatus,totalghgemissions,zipcode,latitude,longitude,age
97,145,Nonresidential COS,Other,1974700025,7,DOWNTOWN,1.0,6,284100,0,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,77.19999695,78.40000153,192.5,192.0,14641502.0,14881950.0,True,True,True,False,Compliant,429.12,98111.0,47.60804,-122.3367,25
98,147,NonResidential,Hospital,2767703875,6,BALLARD,4.0,5,285333,0,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,14.0,225.0,157.3000031,479.5,251.8000031,68090728.0,47602720.0,False,True,True,False,Compliant,1990.5,98107.0,47.66737,-122.37956,69
99,148,SPS-District K-12,K-12 School,2768000375,6,BALLARD,1.0,2,55513,0,55513,K-12 School,K-12 School,59097.0,93.0,25.60000038,27.10000038,80.40000153,85.0,1513570.75,1598852.625,False,True,False,True,,10.55,98107.0,47.6706,-122.36225,32
100,163,Nonresidential COS,Other,5247801465,2,DOWNTOWN,1.0,4,61156,0,61156,"Office, Other",Other,42755.0,,130.1000061,132.6999969,338.2999878,337.1000061,9363374.0,9550716.0,False,True,True,False,Compliant,176.75,98104.0,47.60112,-122.32785,17
101,167,NonResidential,Other,5247802715,2,DOWNTOWN,1.0,4,72820,13820,59000,Museum,Museum,58000.0,,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,False,True,True,False,Compliant,46.26,98104.0,47.59809,-122.32283,113
102,168,NonResidential,Hotel,5458300285,7,MAGNOLIA / QUEEN ANNE,1.0,4,162222,14200,148022,"Hotel, Parking",Hotel,113702.0,76.0,69.90000153,70.5,150.5,151.1999969,7946961.0,8016521.0,False,True,True,False,Compliant,228.4,98109.0,47.62614,-122.3467,27
103,169,SPS-District K-12,K-12 School,5700000455,2,SOUTHEAST,1.0,4,289588,0,289588,K-12 School,K-12 School,289588.0,90.0,30.5,33.0,78.5,82.30000305,8819852.0,9542598.0,False,True,True,True,,170.84,98144.0,47.57589,-122.29365,33
104,170,NonResidential,University,6003000470,3,EAST,1.0,3,63330,0,63330,College/University,College/University,64820.0,,47.20000076,50.70000076,111.1999969,116.0,3059758.0,3284214.5,False,True,True,False,Compliant,74.33,98122.0,47.61495,-122.32177,108
105,172,Campus,University,6171900005,1,DELRIDGE,27.0,2,441071,0,441071,College/University,College/University,483000.0,,79.30000305,85.19999695,192.8000031,202.6000061,38301744.0,41151732.0,False,True,True,False,Compliant,866.23,98106.0,47.547,-122.35307,53
106,173,NonResidential,Small- and Mid-Sized Office,6418100005,4,NORTHEAST,1.0,2,96300,0,96300,"Data Center, Office",Office,92300.0,,167.8000031,167.3999939,476.5,471.1000061,16319835.0,16274449.0,False,True,True,False,Compliant,222.02,98115.0,47.67828,-122.26456,21
107,174,Nonresidential COS,Other,6834700175,2,GREATER DUWAMISH,1.0,1,67356,0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,109.4000015,118.3000031,242.6999969,252.1000061,7475577.5,8086930.5,False,True,True,False,Compliant,204.08,98134.0,47.59545,-122.32146,73
108,175,SPS-District K-12,K-12 School,6840701230,3,CENTRAL,1.0,3,254523,0,254523,K-12 School,K-12 School,254523.0,60.0,53.29999924,58.20000076,120.3000031,126.3000031,13567774.0,14810159.0,False,True,True,True,,359.09,98122.0,47.60598,-122.30156,15
109,176,SPS-District K-12,K-12 School,7129302300,2,SOUTHEAST,1.0,3,78804,0,78804,K-12 School,K-12 School,78804.0,92.0,31.70000076,34.0,76.90000153,79.30000305,2499140.0,2677620.75,False,True,True,True,,56.82,98118.0,47.51482,-122.25864,22
110,177,SPS-District K-12,K-12 School,7152200350,3,CENTRAL,1.0,3,66994,0,66994,K-12 School,K-12 School,66994.0,79.0,35.40000153,38.5,94.09999847,99.59999847,2371304.5,2579774.5,False,True,True,True,,41.74,98122.0,47.61224,-122.29087,21
111,178,SPS-District K-12,K-12 School,7243500230,2,GREATER DUWAMISH,1.0,3,98357,0,98357,K-12 School,K-12 School,98357.0,88.0,35.09999847,38.5,77.80000305,81.30000305,3456131.5,3783580.25,False,True,True,True,,94.64,98118.0,47.52915,-122.28904,23
112,179,NonResidential,Small- and Mid-Sized Office,7378600265,2,GREATER DUWAMISH,1.0,1,54765,0,54765,"Office, Other",Office,25765.0,,83.80000305,88.69999695,234.8999939,243.5,4253369.5,4503671.5,False,True,True,False,Compliant,61.21,98118.0,47.53827,-122.28406,65
113,180,NonResidential,Other,7378600265,2,GREATER DUWAMISH,1.0,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,,21.89999962,25.0,24.60000038,27.89999962,1950092.5,2220796.5,False,True,True,False,Compliant,100.46,98118.0,47.53722,-122.284,14
114,182,NonResidential,University,7443000070,7,MAGNOLIA / QUEEN ANNE,1.0,2,52611,0,52611,College/University,College/University,52611.0,,78.30000305,83.40000153,180.6999969,186.1000061,4116871.5,4390158.0,False,True,True,False,Compliant,104.26,98119.0,47.65147,-122.36122,43
115,183,NonResidential,Residence Hall,7443000375,7,MAGNOLIA / QUEEN ANNE,1.0,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,89.0,32.79999924,35.40000153,70.19999695,74.69999695,4448582.5,4800620.5,False,True,True,False,Compliant,129.39,98119.0,47.65068,-122.36331,22
116,185,SPS-District K-12,K-12 School,2826049152,5,NORTH,1.0,2,236758,0,236758,"K-12 School, Parking",K-12 School,238550.0,96.0,35.0,38.90000153,78.69999695,84.40000153,8355988.5,9287467.0,False,True,True,False,Compliant,222.78,98125.0,47.70763,-122.29453,12
117,187,NonResidential,Other,2908700085,3,CENTRAL,3.0,6,250981,0,250981,"Courthouse, Other",Other,137565.0,,60.5,65.69999695,145.6000061,151.8000031,13071700.0,14196194.0,True,True,True,False,Compliant,422.39,98122.0,47.60462,-122.31549,52
118,189,SPS-District K-12,K-12 School,2919200635,6,NORTHWEST,1.0,3,62526,0,62526,K-12 School,K-12 School,62526.0,96.0,31.79999924,35.09999847,70.59999847,75.30000305,1986094.875,2192411.0,False,True,True,True,,54.07,98117.0,47.68725,-122.35996,21
119,338,NonResidential,Other,0660001215,7,DOWNTOWN,1.0,11,299070,68432,230638,Other,Other,250000.0,,261.2999878,264.0,530.7000122,532.2999878,65336980.0,66000296.0,False,True,True,False,Compliant,2055.82,98101.0,47.61598,-122.33448,19
120,190,NonResidential,Small- and Mid-Sized Office,2924049043,2,GREATER DUWAMISH,1.0,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,21.0,60.0,62.5,165.8000031,168.3999939,3242077.75,3375016.25,False,True,True,False,Compliant,49.58,98108.0,47.536,-122.31768,16
121,194,NonResidential,Retail Store,2926049025,5,NORTH,1.0,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103.0,98.0,52.29999924,54.29999924,118.9000015,121.0,27717034.0,28763498.0,False,True,True,False,Compliant,723.47,98125.0,47.70759,-122.3255,72
122,195,NonResidential,Other,2926049409,5,NORTH,1.0,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,154.5,163.1000061,311.0,321.0,7265178.0,7668810.0,False,True,True,False,Compliant,231.53,98125.0,47.7066,-122.321,59
123,197,NonResidential,Retail Store,2926049528,5,NORTH,1.0,4,124342,0,124342,Retail Store,Retail Store,122000.0,76.0,71.90000153,71.59999847,223.6999969,222.1000061,8765978.0,8729918.0,False,True,True,False,Compliant,66.3,98125.0,47.70619,-122.32586,58
124,198,NonResidential,Hospital,2982800005,4,NORTHEAST,6.0,10,879000,0,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,10.0,288.7999878,293.2000122,578.2000122,576.5999756,253832464.0,257764208.0,False,True,True,False,Compliant,8145.52,98105.0,47.66231,-122.28146,70
125,200,NonResidential,Other,3026049024,5,NORTHWEST,1.0,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636.0,72.0,85.59999847,88.90000153,194.1000061,197.6000061,3191228.25,3313397.0,False,True,True,False,Compliant,83.7,98133.0,47.70956,-122.3345,27
126,205,SPS-District K-12,K-12 School,3050700050,6,BALLARD,1.0,2,242795,0,242795,K-12 School,K-12 School,242795.0,80.0,37.70000076,40.0,107.3000031,112.3000031,9157150.0,9708318.0,False,True,True,True,,123.71,98117.0,47.67661,-122.37489,24
127,209,NonResidential,Self-Storage Facility,3225049002,3,EAST,1.0,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521.0,,16.20000076,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,False,True,True,False,Compliant,51.11,98122.0,47.61233,-122.3171,113
128,211,Campus,University,3226049021,5,NORTHWEST,11.0,2,694072,111625,582447,College/University,College/University,667335.0,,53.79999924,56.09999847,161.1999969,167.0,35891484.0,37410800.0,False,True,True,False,Compliant,362.82,98103.0,47.69936,-122.33401,53
129,212,SPS-District K-12,K-12 School,3332501090,2,SOUTHEAST,1.0,2,173185,0,173185,K-12 School,K-12 School,173185.0,79.0,35.40000153,40.59999847,58.90000153,64.90000153,6127771.5,7034167.5,False,True,True,True,,242.36,98118.0,47.54632,-122.28198,71
130,214,SPS-District K-12,K-12 School,3438501230,1,DELRIDGE,1.0,1,145341,0,145341,K-12 School,K-12 School,139069.0,75.0,39.5,45.59999847,69.5,77.19999695,5499097.0,6337972.0,False,True,True,True,,206.01,98106.0,47.54862,-122.36214,60
131,215,NonResidential,Warehouse,3466800065,2,GREATER DUWAMISH,1.0,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,61.0,18.39999962,21.10000038,36.0,39.70000076,2100097.75,2415462.5,False,True,True,False,Compliant,69.44,98108.0,47.55152,-122.31869,119
132,216,SPS-District K-12,K-12 School,3524049149,2,SOUTHEAST,1.0,2,184125,0,184125,K-12 School,K-12 School,184125.0,86.0,47.79999924,54.70000076,84.19999695,92.30000305,8800292.0,10067991.0,False,True,True,True,,328.97,98118.0,47.52407,-122.26586,63
133,217,SPS-District K-12,K-12 School,3526039131,6,BALLARD,1.0,1,160270,0,160270,K-12 School,K-12 School,160270.0,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,,229.38,98117.0,47.69675,-122.3776,64
134,220,NonResidential,Warehouse,3573700006,2,GREATER DUWAMISH,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,87.0,28.79999924,33.59999847,42.0,47.09999847,6744317.0,7874958.5,False,True,True,False,Compliant,297.43,98134.0,47.55901,-122.33328,86
135,223,NonResidential,Retail Store,3624039009,1,DELRIDGE,1.0,1,64984,0,64984,Retail Store,Retail Store,65425.0,72.0,45.0,46.09999847,130.6999969,130.6999969,2944296.25,3016373.5,False,True,True,False,Compliant,35.78,98126.0,47.52254,-122.36627,57
136,224,NonResidential,Retail Store,3624039009,1,DELRIDGE,1.0,1,67745,0,67745,Retail Store,Retail Store,67782.0,37.0,136.1999969,141.5,223.8999939,227.3000031,9230223.0,9589728.0,False,True,True,False,Compliant,369.14,98126.0,47.52254,-122.36627,58
137,225,SPS-District K-12,K-12 School,3624039032,1,DELRIDGE,1.0,2,367884,0,367884,K-12 School,K-12 School,367884.0,97.0,33.29999924,36.09999847,81.59999847,85.90000153,12265516.0,13279344.0,False,True,True,False,Compliant,272.85,98126.0,47.52915,-122.36511,13
138,226,SPS-District K-12,K-12 School,3624039057,1,DELRIDGE,1.0,1,46797,0,46797,K-12 School,K-12 School,46797.0,86.0,44.40000153,50.90000153,82.19999695,91.5,2075891.0,2380144.5,False,True,True,True,,73.47,98126.0,47.51778,-122.37074,65
139,227,SPS-District K-12,K-12 School,3646100540,3,CENTRAL,1.0,3,136188,0,136188,K-12 School,K-12 School,136188.0,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,,170.9,98144.0,47.59796,-122.30415,60
140,228,NonResidential,Other,3693901110,6,BALLARD,1.0,3,56000,0,56000,Other,Other,56000.0,,33.09999847,37.29999924,66.19999695,70.69999695,1851260.5,2088978.125,False,True,True,False,Compliant,59.34,98117.0,47.67767,-122.39631,50
141,229,SPS-District K-12,K-12 School,3812400550,2,SOUTHEAST,1.0,2,67371,0,67371,K-12 School,K-12 School,67371.0,92.0,31.60000038,33.59999847,78.0,80.09999847,2128459.0,2260359.75,False,True,True,True,,46.36,98118.0,47.54174,-122.27691,19
142,230,NonResidential,Self-Storage Facility,3874900040,1,SOUTHWEST,1.0,2,52088,0,52088,Self-Storage Facility,Self-Storage Facility,52088.0,,26.39999962,30.29999924,48.79999924,53.70000076,1377519.5,1576122.875,False,True,True,False,Compliant,48.99,98126.0,47.54508,-122.37737,54
143,231,SPS-District K-12,K-12 School,4083301505,4,LAKE UNION,1.0,3,127776,0,127776,K-12 School,K-12 School,127776.0,75.0,37.20000076,39.09999847,100.0,103.5,4748137.0,4998584.5,False,True,True,True,,80.08,98103.0,47.65708,-122.33803,13
144,232,NonResidential,Hotel,4088802955,3,LAKE UNION,1.0,5,123920,30000,93920,"Hotel, Parking, Swimming Pool",Hotel,123920.0,79.0,75.59999847,78.09999847,148.1999969,152.1999969,9373179.0,9676783.0,False,True,True,False,Compliant,309.6,98109.0,47.62972,-122.32906,25
145,233,Nonresidential COS,Other,4088803210,3,LAKE UNION,1.0,1,50000,0,50000,Museum,Museum,43000.0,,175.6000061,184.6999969,368.8999939,373.7000122,7548807.0,7942537.5,False,True,True,False,Compliant,225.69,98109.0,47.62759,-122.33661,123
146,234,Nonresidential COS,Warehouse,4088803530,7,MAGNOLIA / QUEEN ANNE,1.0,2,50292,0,50292,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,,8.0,8.0,25.10000038,25.10000038,430473.6875,430473.6875,False,True,False,False,Compliant,3.0,98109.0,47.62591,-122.34084,97
147,235,NonResidential,Hotel,4088803586,7,MAGNOLIA / QUEEN ANNE,1.0,7,207656,54341,153315,Hotel,Hotel,141591.0,76.0,78.90000153,83.0,164.5,171.3999939,11171988.0,11754087.0,False,True,True,False,Compliant,338.16,98109.0,47.62782,-122.34045,25
148,237,SPS-District K-12,K-12 School,4240400005,6,BALLARD,1.0,2,67235,0,67235,K-12 School,K-12 School,67235.0,89.0,34.0,36.29999924,84.30000305,86.80000305,2284133.75,2443194.0,False,True,True,True,,49.12,98117.0,47.68359,-122.37308,24
149,238,Nonresidential COS,Small- and Mid-Sized Office,4310701070,5,NORTHWEST,1.0,2,91130,0,91130,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,,100.5,106.0999985,262.7000122,272.2000122,9472358.0,10005492.0,False,True,True,False,Compliant,175.77,98103.0,47.70044,-122.34136,66
150,239,SPS-District K-12,K-12 School,4315700020,1,SOUTHWEST,1.0,3,58118,0,58118,K-12 School,K-12 School,59014.0,97.0,23.79999924,25.70000076,66.09999847,69.59999847,1407277.25,1519074.75,False,True,True,True,,21.29,98136.0,47.54025,-122.3885,32
151,241,NonResidential,Hotel,4468400005,5,NORTHWEST,1.0,4,64893,0,64893,Hotel,Hotel,64893.0,70.0,95.5,95.69999695,184.6999969,185.3999939,6197825.0,6211749.5,False,True,True,False,Compliant,208.26,98133.0,47.70916,-122.33216,55
152,242,SPS-District K-12,K-12 School,5100404840,5,NORTH,1.0,2,52792,0,52792,K-12 School,K-12 School,55480.0,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,0.0,98115.0,47.69823,-122.32126,34
153,243,SPS-District K-12,K-12 School,5129000050,2,GREATER DUWAMISH,1.0,1,70762,0,70762,K-12 School,K-12 School,70762.0,87.0,51.0,58.5,68.0,76.5,3606416.0,4138032.75,False,True,True,True,,168.88,98108.0,47.53809,-122.29591,98
154,244,NonResidential,Small- and Mid-Sized Office,5247800030,7,DOWNTOWN,1.0,3,44558,0,44558,"Office, Restaurant, Self-Storage Facility",Office,34416.0,78.0,37.59999847,38.59999847,101.3000031,103.6999969,1677002.25,1722053.0,False,True,True,False,Compliant,28.27,98104.0,47.60105,-122.33518,123
155,245,NonResidential,Other,7666204876,2,GREATER DUWAMISH,1.0,6,1585960,327680,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,,37.70000076,39.20000076,104.6999969,106.3000031,59757440.0,62160304.0,False,True,True,False,Compliant,892.63,98134.0,47.59544,-122.33159,24
156,247,Nonresidential COS,Distribution Center,7666205660,2,GREATER DUWAMISH,1.0,2,179161,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,,52.20000076,56.29999924,156.3000031,167.6000061,9436408.0,10168523.0,False,True,True,False,Compliant,96.43,98134.0,47.57199,-122.32811,99
157,248,Nonresidential COS,Warehouse,7666205660,2,GREATER DUWAMISH,1.0,2,58640,0,58640,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,,55.90000153,61.5,175.3999939,193.1999969,3928695.25,4327563.5,False,True,False,False,Compliant,27.39,98134.0,47.57199,-122.32811,58
158,249,NonResidential,Other,7666206483,2,GREATER DUWAMISH,1.0,3,1172127,0,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,50.09999847,49.0,125.0999985,121.4000015,58761304.0,57406988.0,False,True,True,False,Compliant,1246.55,98134.0,47.59085,-122.33354,24
159,250,NonResidential,Hotel,7666206720,2,GREATER DUWAMISH,1.0,9,168449,14567,153882,"Food Service, Hotel, Parking",Hotel,135006.0,64.0,88.19999695,89.19999695,183.0,182.6999969,12726789.0,12871628.0,False,True,True,False,Compliant,388.37,98134.0,47.59269,-122.33372,18
160,257,NonResidential,Warehouse,7666703020,1,GREATER DUWAMISH,1.0,4,79600,0,79600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600.0,34.0,30.29999924,30.29999924,95.09999847,95.09999847,2411402.25,2411402.25,False,True,False,False,Compliant,16.81,98134.0,47.57507,-122.35747,107
161,260,SPS-District K-12,K-12 School,7821200700,4,LAKE UNION,1.0,4,241066,0,241066,K-12 School,K-12 School,241066.0,79.0,32.29999924,36.90000153,60.79999924,66.19999695,7791957.0,8886716.0,False,True,True,True,,270.97,98103.0,47.65996,-122.33962,26
162,261,Campus,Large Office,7883608601,1,GREATER DUWAMISH,14.0,2,334368,31874,302494,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,240984.0,,159.8999939,161.8999939,451.2000122,453.2999878,53466684.0,54136068.0,False,True,True,False,Compliant,748.55,98108.0,47.52429,-122.31234,43
163,263,NonResidential,Other,8632880000,5,NORTH,1.0,6,419848,335109,84739,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109.0,,107.8000031,109.0,285.7000122,285.1000061,9134963.0,9238992.0,False,True,True,False,Compliant,162.41,98125.0,47.70281,-122.32532,15
164,264,NonResidential,Mixed Use Property,8681450000,7,MAGNOLIA / QUEEN ANNE,1.0,4,110785,0,110785,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,58563.0,,95.30000305,98.09999847,291.3999939,299.0,10557910.0,10864032.0,False,True,True,False,Compliant,92.91,98119.0,47.6239,-122.35756,21
165,265,Multifamily MR (5-9),Mid-Rise Multifamily,8729690000,7,DOWNTOWN,1.0,7,116947,0,116947,"Multifamily Housing, Office, Other - Lodging/Residential, Retail Store",Multifamily Housing,81740.0,,79.90000153,83.09999847,175.3999939,178.8000031,10040121.0,10442680.0,False,True,True,False,Compliant,279.35,98121.0,47.61316,-122.34153,20
166,267,NonResidential,Hotel,6792120000,7,DOWNTOWN,1.0,1,934292,0,934292,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,495536.0,,117.9000015,120.5,272.8999939,278.2000122,65047284.0,66502836.0,False,True,True,False,Compliant,1638.46,98101.0,47.61275,-122.3333,24
167,268,NonResidential,Hospital,7942600331,3,CENTRAL,6.0,5,597519,0,597519,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),601615.0,34.0,238.3999939,244.8000031,454.3999939,459.2000122,143423024.0,147299056.0,False,True,True,False,Compliant,4906.33,98122.0,47.60705,-122.30966,33
168,273,SPS-District K-12,K-12 School,7972603210,1,DELRIDGE,1.0,1,71714,0,71714,K-12 School,K-12 School,71714.0,87.0,33.09999847,34.5,91.40000153,93.90000153,2371358.0,2470597.75,False,True,True,True,,36.24,98106.0,47.52518,-122.34828,24
169,274,NonResidential,Warehouse,8033700250,4,LAKE UNION,1.0,3,75397,8161,67236,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,91.0,8.199999809,8.5,21.70000076,22.10000038,549181.375,571637.5,False,True,True,False,Compliant,9.63,98103.0,47.65097,-122.34227,32
170,276,NonResidential,Hospital,8590900220,3,EAST,9.0,8,1158691,0,1158691,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1350182.0,29.0,217.1000061,219.6999969,502.8999939,502.7999878,293090784.0,296671744.0,True,True,True,False,Compliant,10734.57,98104.0,47.60399,-122.32377,23
171,278,NonResidential,Senior Care Community,8592900105,2,DOWNTOWN,1.0,5,102796,12611,90185,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,,98.30000305,100.0,254.3000031,256.1000061,10105379.0,10281401.0,False,True,True,False,Compliant,193.94,98104.0,47.59626,-122.3218,24
